,evaluation
NAME,SVM_model
MSE,8.284528389564349
RMSE,2.8782856685124827
R_squared,0.8206995334425716
Adjusted_R_squared,0.7955974681245317
MAE,2.183486475214568
,evaluation
NAME,Linear_model
MSE,3.3837456625514366
RMSE,1.8394960349376779
R_squared,0.9267662385258539
Adjusted_R_squared,0.9165135119194735
MAE,1.408797996859467
,evaluation
NAME,DTree_model
MSE,4.3023563793103445
RMSE,2.0742122310193682
R_squared,0.9068849221304631
Adjusted_R_squared,0.893848811228728
MAE,1.4943103448275863
,evaluation
NAME,KNN_model
MSE,11.977377439310349
RMSE,3.460834789369517
R_squared,0.7407759063620405
Adjusted_R_squared,0.7044845332527261
MAE,2.3307965517241387
,evaluation
NAME,RandomForest_model
MSE,2.688633379531033
RMSE,1.6397052721544303
R_squared,0.9418104209819552
Adjusted_R_squared,0.933663879919429
MAE,1.182176551724138
,evaluation
NAME,AdaBoost_model
MSE,4.665778254884082
RMSE,2.1600412623105334
R_squared,0.8990194518485787
Adjusted_R_squared,0.8848821751073797
MAE,1.6662723103030967
,evaluation
NAME,GBRT_model
MSE,2.8987445273733803
RMSE,1.7025699772324718
R_squared,0.9372630255159073
Adjusted_R_squared,0.9284798490881344
MAE,1.2340799561200864
,evaluation
NAME,Bagging_model
MSE,2.7130878425862077
RMSE,1.6471453617049736
R_squared,0.9412811577060001
Adjusted_R_squared,0.9330605197848401
MAE,1.2253051724137929
,evaluation
NAME,ExtraTree_model
MSE,8.350818844827584
RMSE,2.889778338355312
R_squared,0.8192648217730486
Adjusted_R_squared,0.7939618968212754
MAE,1.5737758620689655
,evaluation
NAME,ARD_model
MSE,2.1211960212094696
RMSE,1.4564326353146133
R_squared,0.9540913594138074
Adjusted_R_squared,0.9476641497317404
MAE,1.1281816689027733
